time,weather_code (wmo code),temperature_2m_mean (°C),sunshine_duration (s),temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²)
2025-10-25,3,26.7,20316.66,30.8,23.6,0.00,0.0,16.4,188,15.11
2025-10-26,65,25.5,23431.95,31.0,23.0,20.50,9.0,11.6,159,14.90
2025-10-27,53,26.0,30591.29,31.0,22.9,2.10,5.0,11.9,157,18.93
2025-10-28,63,25.2,7782.10,28.4,22.5,8.80,6.0,10.5,187,11.63
2025-10-29,61,26.0,30415.25,29.8,23.2,4.80,7.0,8.1,165,16.00
2025-10-30,63,26.2,32951.81,30.1,23.0,5.80,11.0,11.3,189,18.44
2025-10-31,51,26.4,35723.43,31.6,22.1,0.50,3.0,10.7,157,20.49
2025-11-01,63,26.5,32400.00,32.3,23.1,10.70,10.0,9.6,165,22.64
2025-11-02,63,26.1,39495.21,31.0,23.5,7.10,5.0,11.2,152,21.20
2025-11-03,63,26.0,29607.66,31.6,22.6,2.80,4.0,9.8,182,18.79
2025-11-04,63,26.6,39117.24,32.0,22.2,5.10,6.0,14.3,193,22.77
2025-11-05,51,26.1,15995.86,30.1,23.1,0.80,4.0,14.4,218,11.68
2025-11-06,65,26.2,25268.85,30.9,23.6,11.10,9.0,8.1,230,16.86
2025-11-07,61,26.7,35149.34,32.0,23.1,4.10,8.0,14.7,276,21.74
2025-11-08,63,25.5,16039.19,29.0,23.5,11.10,15.0,17.8,246,13.04
2025-11-09,53,26.4,24922.16,30.4,23.0,1.50,3.0,17.9,247,16.72
2025-11-10,63,26.0,22781.44,30.7,23.2,8.70,11.0,10.4,212,15.94
2025-11-11,63,24.8,10682.24,26.7,23.1,18.00,19.0,10.7,216,9.78
2025-11-12,63,25.1,16075.35,27.7,23.0,15.00,19.0,10.8,209,12.75
2025-11-13,63,24.6,16279.06,27.6,22.8,18.90,16.0,10.5,212,12.68
2025-11-14,63,24.7,17421.08,28.7,22.5,15.50,16.0,13.6,240,12.47
2025-11-15,63,26.1,42139.77,30.8,22.0,9.80,12.0,13.5,217,21.54
2025-11-16,63,26.1,36537.58,30.5,23.2,7.60,8.0,10.0,181,18.30
2025-11-17,61,26.2,36161.55,30.6,23.2,3.90,7.0,10.0,190,18.07
2025-11-18,65,24.7,14677.40,30.5,22.8,20.10,11.0,12.2,176,13.15
2025-11-19,63,25.5,28800.00,29.6,22.5,17.20,10.0,17.2,237,18.47
2025-11-20,63,24.6,12909.96,27.8,22.7,22.80,19.0,15.2,263,10.64
2025-11-21,63,26.2,29694.39,32.2,23.0,5.70,10.0,15.2,202,18.29
2025-11-22,61,25.6,38648.05,31.2,23.1,3.80,5.0,15.1,180,20.36
2025-11-23,65,25.4,16698.82,29.0,23.0,12.30,4.0,13.9,189,12.41
2025-11-24,3,26.6,37337.84,31.7,23.4,0.00,0.0,16.6,181,22.34
2025-11-25,3,26.6,42597.99,32.0,21.8,0.00,0.0,20.3,186,24.12
2025-11-26,51,26.5,42137.38,31.5,21.8,0.80,5.0,17.6,188,22.22
2025-11-27,3,27.1,39048.42,32.0,24.0,0.00,0.0,16.0,180,22.96
2025-11-28,51,27.4,36655.05,32.8,23.9,0.30,1.0,16.6,186,23.10
2025-11-29,61,27.0,38272.84,32.5,23.7,3.80,5.0,15.2,190,19.92
2025-11-30,55,26.4,37669.41,31.6,23.3,1.50,4.0,8.3,174,21.78
2025-12-01,61,26.2,33194.71,32.7,22.4,3.30,3.0,12.0,170,21.81
2025-12-02,65,26.0,29742.77,32.0,23.3,15.40,6.0,9.9,167,19.16
2025-12-03,63,25.8,30465.93,30.6,23.5,9.60,11.0,10.1,100,19.32
2025-12-04,65,24.6,6632.87,26.9,23.2,24.50,18.0,6.2,179,9.21
2025-12-05,63,25.4,28622.41,30.3,22.5,6.20,8.0,8.0,192,18.25
2025-12-06,51,25.4,38721.98,30.1,22.4,1.00,5.0,10.4,111,19.31
2025-12-07,63,26.3,43130.68,31.3,21.8,8.60,9.0,13.2,204,22.92
2025-12-08,65,25.8,29092.42,30.0,23.2,21.20,10.0,11.2,202,17.58
2025-12-09,51,26.2,21182.91,30.1,23.2,0.20,2.0,8.9,194,14.98
2025-12-10,55,25.6,41154.45,30.5,22.3,2.50,7.0,8.1,255,20.03
2025-12-11,63,25.4,22355.56,30.8,22.8,12.90,6.0,9.3,181,15.04
2025-12-12,51,27.3,42386.83,33.5,22.8,0.20,1.0,14.4,185,24.00
2025-12-13,53,26.7,35318.91,31.8,23.5,1.00,2.0,9.6,207,20.07
2025-12-14,51,26.0,23200.21,29.9,23.0,1.00,7.0,11.5,184,15.52
2025-12-15,51,26.8,41873.95,32.0,23.8,1.90,7.0,12.3,241,23.83
2025-12-16,65,26.1,36000.00,30.5,23.4,11.50,9.0,9.3,208,20.36
2025-12-17,65,25.9,28101.42,30.2,23.4,15.60,9.0,8.0,224,15.10
2025-12-18,63,25.2,17905.39,28.9,23.3,12.00,13.0,15.1,282,11.19
2025-12-19,63,25.0,28031.71,29.0,23.0,13.20,9.0,18.7,281,15.63
2025-12-20,63,25.3,26431.42,29.0,22.9,13.80,13.0,17.0,244,14.29
2025-12-21,63,25.5,37332.75,29.6,23.4,20.10,14.0,16.3,247,19.19
2025-12-22,55,25.7,35709.70,29.0,23.0,6.40,16.0,9.6,180,15.74
2025-12-23,53,26.4,38587.81,30.4,23.4,2.50,8.0,9.5,223,17.46
2025-12-24,63,26.1,22820.38,30.1,23.0,9.50,13.0,8.6,200,16.04
2025-12-25,63,26.9,36000.00,32.3,22.4,7.00,7.0,11.1,221,21.38
2025-12-26,63,26.2,25116.20,30.0,23.7,8.90,12.0,10.0,265,15.45
2025-12-27,63,26.3,24362.45,29.7,23.9,7.70,7.0,9.7,201,15.38
2025-12-28,63,26.0,34084.94,30.4,23.5,13.50,8.0,10.2,238,18.00
2025-12-29,65,25.8,29290.18,30.2,23.6,17.50,8.0,10.5,188,16.19
2025-12-30,65,25.4,22620.87,28.6,22.6,21.40,13.0,9.7,185,13.81
2025-12-31,65,24.0,2360.78,26.1,22.5,33.80,22.0,8.9,158,7.60
2026-01-01,65,24.9,24227.31,29.1,22.3,15.90,16.0,15.3,202,16.86
2026-01-02,65,24.8,25779.23,29.5,22.0,25.10,14.0,7.6,198,17.15
2026-01-03,63,23.8,2340.75,26.1,22.5,24.30,21.0,9.1,166,6.69
2026-01-04,63,24.8,35717.68,29.7,21.2,14.30,14.0,9.8,177,16.69
2026-01-05,51,26.4,36323.80,29.9,23.2,1.30,9.0,9.2,314,20.76
2026-01-06,63,26.4,39319.20,31.5,21.8,6.80,6.0,10.7,223,22.25
2026-01-07,53,26.2,26709.31,30.4,23.1,1.60,5.0,16.2,263,17.34
2026-01-08,53,25.3,33735.74,28.7,23.4,1.50,6.0,13.2,228,15.91
2026-01-09,63,25.4,43200.00,30.6,21.8,7.10,10.0,12.0,268,19.67
2026-01-10,61,24.3,20572.89,26.9,22.9,8.60,15.0,9.0,229,10.48
2026-01-11,61,23.7,12281.32,26.9,22.0,10.70,14.0,9.3,216,8.73
2026-01-12,63,23.3,11563.37,25.9,21.0,22.60,17.0,10.4,213,9.88
2026-01-13,61,24.2,17027.89,27.4,21.9,5.50,14.0,15.9,261,13.37
2026-01-14,55,24.0,15601.69,26.6,22.5,5.40,20.0,16.6,264,11.21
2026-01-15,55,24.6,18080.31,27.7,22.2,2.90,11.0,16.6,284,13.94
2026-01-16,63,24.6,39633.94,28.1,21.1,5.50,9.0,16.9,264,17.89
2026-01-17,63,24.1,16611.32,27.8,21.9,31.00,21.0,9.8,227,12.92
2026-01-18,63,24.2,11951.79,27.3,22.1,17.40,18.0,16.2,190,12.41
2026-01-19,55,25.1,29802.44,28.3,22.1,1.90,7.0,10.9,249,15.77
2026-01-20,63,24.6,20006.70,28.0,22.2,10.20,10.0,14.9,271,14.46
2026-01-21,53,24.3,11850.96,27.8,22.4,5.60,17.0,15.3,267,12.76
2026-01-22,63,23.2,1349.17,25.2,21.9,34.10,20.0,13.6,159,6.20
2026-01-23,65,23.4,5791.14,25.9,22.0,68.50,24.0,12.0,305,7.55
2026-01-24,65,24.2,32090.32,27.0,22.3,25.00,21.0,11.2,116,16.04
2026-01-25,53,25.2,35949.86,29.0,22.1,5.20,20.0,10.8,209,20.51
2026-01-26,53,25.4,36982.99,28.4,22.5,3.80,12.0,10.2,244,20.83
2026-01-27,63,25.0,29053.54,27.7,22.5,8.70,20.0,13.4,343,15.80
2026-01-28,65,23.9,0.00,26.0,22.5,50.70,24.0,10.3,237,7.77
2026-01-29,63,23.7,2632.67,26.5,22.2,34.80,23.0,12.8,106,8.79
2026-01-30,63,24.4,25503.16,28.7,22.0,4.60,9.0,10.3,208,16.02
2026-01-31,63,24.5,26809.24,28.0,21.4,8.00,14.0,11.4,245,15.32
2026-02-01,63,24.1,19539.23,27.9,21.8,16.40,14.0,12.2,259,14.59
2026-02-02,63,23.8,19080.28,26.9,21.9,16.10,18.0,10.3,217,11.71
2026-02-03,65,24.6,39135.09,29.1,21.5,17.10,12.0,8.9,217,17.74
2026-02-04,63,24.6,41231.73,27.8,21.0,10.20,8.0,13.7,270,19.04
2026-02-05,63,24.7,27080.04,28.2,21.8,6.60,10.0,17.6,244,14.95
2026-02-06,63,25.3,30193.47,29.5,22.5,5.00,8.0,16.7,259,16.51
2026-02-07,63,24.6,26782.33,28.1,22.6,9.90,9.0,11.1,247,15.24
2026-02-08,63,24.9,21264.10,28.4,22.0,19.30,12.0,11.3,278,15.54
2026-02-09,63,24.5,262.23,27.4,22.3,17.20,14.0,9.0,204,10.04
2026-02-10,61,24.3,24433.87,27.2,21.5,5.40,8.0,10.3,186,13.85
2026-02-11,65,25.0,32373.76,30.6,21.5,14.50,7.0,20.1,206,19.27
2026-02-12,63,24.7,25163.92,29.0,22.0,28.20,13.0,10.4,190,15.70
2026-02-13,55,24.5,17344.04,27.5,22.0,7.10,18.0,7.3,169,10.18
2026-02-14,65,25.4,27803.77,29.2,21.6,13.10,8.0,12.5,224,17.23
2026-02-15,63,25.0,32129.61,28.7,22.5,7.20,11.0,9.1,197,16.44
2026-02-16,63,24.8,3673.02,27.0,23.1,17.10,16.0,11.9,216,9.65
2026-02-17,61,25.6,16427.27,29.6,22.5,2.90,8.0,14.2,252,13.96
2026-02-18,61,24.8,11975.57,28.5,22.9,5.60,12.0,8.9,157,13.39
2026-02-19,65,23.7,0.00,26.2,22.3,51.30,22.0,9.4,163,6.12
2026-02-20,63,24.6,10800.00,28.4,22.2,19.70,15.0,13.0,223,11.80
2026-02-21,65,24.9,20484.93,28.7,22.5,17.90,15.0,9.4,179,14.21
2026-02-22,65,24.3,9081.75,28.0,22.8,46.10,23.0,9.7,180,9.63
2026-02-23,65,24.6,13270.95,28.1,22.6,28.30,17.0,8.8,185,15.22
2026-02-24,51,26.0,24781.09,30.8,22.6,1.20,6.0,14.4,239,19.04
2026-02-25,3,26.6,32306.13,31.5,22.6,0.00,0.0,13.2,180,20.61
2026-02-26,3,26.4,21257.36,30.6,23.1,0.00,0.0,13.4,211,15.46
2026-02-27,61,25.0,16595.31,28.9,22.8,9.40,15.0,15.5,247,12.19
2026-02-28,51,25.4,24062.12,29.5,23.0,0.70,5.0,18.5,245,17.97
2026-03-01,63,25.6,32298.12,30.1,22.3,6.00,7.0,11.9,208,19.18
2026-03-02,63,25.5,24348.75,28.6,22.6,9.00,12.0,15.0,260,16.30
2026-03-03,63,25.3,17844.35,29.3,22.6,28.40,20.0,16.3,240,12.90
2026-03-04,63,25.5,34514.16,29.4,22.4,11.10,11.0,18.2,259,18.18
2026-03-05,53,25.6,24286.87,29.3,23.4,2.00,10.0,15.9,248,15.22
2026-03-06,61,24.5,19331.96,28.5,22.3,4.20,16.0,19.1,272,13.21
2026-03-07,63,24.4,24684.55,29.1,21.5,19.50,13.0,17.1,272,14.40
2026-03-08,63,23.5,19620.66,28.1,22.0,33.10,18.0,13.5,161,14.86
2026-03-09,63,25.3,39430.81,30.1,21.8,8.40,7.0,14.0,206,19.16
2026-03-10,53,26.7,43119.58,31.9,22.1,1.70,4.0,10.6,209,24.87
2026-03-11,51,26.4,43124.58,31.9,22.7,0.80,7.0,8.2,208,24.01
2026-03-12,51,26.3,43129.95,31.6,21.4,0.40,4.0,8.0,207,25.51
2026-03-13,51,26.3,43135.64,31.9,21.4,0.80,4.0,11.5,174,25.64
2026-03-14,51,26.2,43141.59,31.7,21.0,0.20,1.0,9.4,199,24.74
2026-03-15,3,26.2,43147.76,32.1,20.4,0.00,0.0,17.8,256,26.58
2026-03-16,3,26.4,42725.15,31.5,21.6,0.00,0.0,12.2,275,26.20
2026-03-17,51,27.2,43160.52,32.0,22.1,0.20,2.0,9.0,250,25.10
2026-03-18,3,27.2,43167.02,32.4,21.0,0.00,0.0,11.6,212,25.03
2026-03-19,63,27.3,41525.09,33.5,20.5,3.40,2.0,13.5,192,24.40
2026-03-20,51,27.9,38386.00,34.8,22.2,0.30,1.0,8.5,193,23.42
2026-03-21,51,27.0,37197.78,33.2,21.5,0.20,2.0,15.1,245,23.50
2026-03-22,55,26.7,43156.73,32.6,21.6,1.20,2.0,12.3,177,21.93
2026-03-23,51,27.2,43135.29,33.0,21.5,0.20,2.0,10.9,229,23.52
2026-03-24,51,26.5,39150.34,31.5,22.8,1.60,8.0,12.4,274,18.28
2026-03-25,53,26.7,39134.64,31.6,22.5,2.60,8.0,17.5,260,18.82
2026-03-26,63,25.3,3944.17,29.0,23.1,4.60,8.0,11.8,155,9.73
2026-03-27,53,25.5,24652.10,29.0,23.4,2.00,9.0,10.5,181,14.11
2026-03-28,63,25.1,15390.61,29.5,23.0,10.00,14.0,9.4,200,13.15
2026-03-29,63,25.9,40780.72,31.1,22.1,6.80,5.0,6.7,161,21.69
2026-03-30,63,25.8,32318.00,31.2,22.3,10.50,10.0,9.8,174,16.26
2026-03-31,63,25.8,33224.21,30.5,22.6,10.70,4.0,10.6,137,19.66
2026-04-01,65,25.7,36000.00,31.1,22.2,9.20,7.0,11.4,124,21.56
2026-04-02,63,25.7,32400.00,31.5,22.8,15.40,11.0,9.4,144,19.13
2026-04-03,61,26.9,40786.70,31.7,23.4,4.10,9.0,7.8,247,22.15
2026-04-04,61,25.9,35061.97,31.2,23.4,2.20,3.0,10.8,194,19.10
2026-04-05,63,25.9,36000.00,31.7,23.1,9.20,7.0,16.2,188,22.11
2026-04-06,61,25.9,27971.12,31.4,22.9,3.80,3.0,9.6,197,16.91
2026-04-07,61,26.5,42705.53,31.5,23.3,3.40,6.0,12.6,114,23.02
2026-04-08,63,25.7,32946.48,30.9,22.1,6.50,3.0,16.3,154,20.90
2026-04-09,61,25.8,25572.99,29.6,23.4,4.10,6.0,10.2,212,13.21
2026-04-10,61,26.1,38132.97,31.0,22.5,8.60,9.0,10.9,218,21.30
2026-04-11,61,26.1,31183.71,31.9,22.5,5.40,8.0,8.0,186,19.27
2026-04-12,53,26.7,34432.60,32.9,22.2,2.20,3.0,9.2,187,20.68
2026-04-13,61,26.6,41648.35,32.2,22.2,3.60,3.0,7.6,107,21.62
2026-04-14,53,26.2,37022.12,31.0,22.4,1.70,3.0,10.3,182,20.37
2026-04-15,63,25.4,31377.47,29.8,23.1,6.20,13.0,10.3,183,16.91
2026-04-16,63,26.4,36329.06,31.9,22.1,15.80,8.0,7.6,138,20.63
2026-04-17,63,25.5,26109.52,30.4,22.8,15.60,11.0,9.2,183,16.22
2026-04-18,63,26.2,42430.27,31.8,22.7,7.40,6.0,12.6,150,20.95
2026-04-19,53,26.4,42216.50,31.5,22.0,1.10,2.0,10.0,144,21.03
2026-04-20,61,26.6,41522.56,31.5,22.5,2.50,7.0,11.9,110,21.52
2026-04-21,63,26.6,40115.60,31.5,22.8,3.60,5.0,9.2,177,21.17
2026-04-22,63,27.1,38744.49,32.5,23.1,6.60,5.0,8.8,174,21.57
